date,date,text
2020/4/18 20:59,1587211182102,すごーい！
2020/4/18 20:59,1587211190829,すごE
2020/4/18 20:59,1587211192489,よくできてるなー
2020/4/18 20:59,1587211193347,データフレームやのにbokehの関数に接続できるのすごい
2020/4/18 20:59,1587211194222,べんり！
2020/4/18 21:00,1587211201849,notebook上でできるのもよい！
2020/4/18 21:00,1587211221366,これHTMLなんだ！
2020/4/18 21:00,1587211248071,html以外の形式で保存できますか？
2020/4/18 21:01,1587211267838,この資料作った人すごいな
2020/4/18 21:01,1587211286850,グラフの保存のところからpngで出力はできるっぽいですね
2020/4/18 21:01,1587211303401,目盛を10^xで表示したい……
2020/4/18 21:02,1587211331069,めっちゃ便利だなあ
2020/4/18 21:02,1587211342233,データサイエンティスト味がある
2020/4/18 21:02,1587211359861,legendのところをダブルクリックしたら任意の国が消えたりしました
2020/4/18 21:03,1587211391315,普通に一回クリックでした
2020/4/18 21:03,1587211398143,すいません笑
2020/4/18 21:07,1587211626855,黒は情報なしですか？
2020/4/18 21:07,1587211630348,国名が現地の言葉なんですね
2020/4/18 21:09,1587211757879,中国多いなぁ
2020/4/18 21:09,1587211783778,地図右上の凡例が出ないです
2020/4/18 21:09,1587211783895,雰囲気は掴めました
2020/4/18 21:09,1587211787542,最後のfig凄かった!
2020/4/18 21:09,1587211788253,面白かったです！
2020/4/18 21:09,1587211790220,わかりやすかったです
2020/4/18 21:10,1587211800286,とても楽しかったです！
2020/4/18 21:10,1587211806895,とても面白かったです！
2020/4/18 21:10,1587211802335,👍
2020/4/18 21:10,1587211802436,👍
2020/4/18 21:10,1587211802588,👍
2020/4/18 21:10,1587211802734,データを分かりやすくできるの色々やってみたい
2020/4/18 21:10,1587211802788,👍
2020/4/18 21:10,1587211802994,👍
2020/4/18 21:10,1587211803135,👍
2020/4/18 21:10,1587211803352,👍
2020/4/18 21:10,1587211803441,👍
2020/4/18 21:10,1587211803586,👍
2020/4/18 21:10,1587211803735,👍
2020/4/18 21:10,1587211803836,👍
2020/4/18 21:10,1587211803936,👍
2020/4/18 21:10,1587211804040,👍
2020/4/18 21:10,1587211804185,👍
2020/4/18 21:10,1587211804352,👍
2020/4/18 21:10,1587211804486,👍
2020/4/18 21:10,1587211804541,👍
2020/4/18 21:10,1587211804686,👍
2020/4/18 21:10,1587211804935,👍
2020/4/18 21:10,1587211805102,👍
2020/4/18 21:10,1587211805437,👍
2020/4/18 21:10,1587211805543,👍
2020/4/18 21:10,1587211808884,💗
2020/4/18 21:10,1587211809055,💗
2020/4/18 21:10,1587211809433,💗
2020/4/18 21:10,1587211809584,💗
2020/4/18 21:10,1587211810112,有料級
2020/4/18 21:10,1587211810399,😆
2020/4/18 21:10,1587211810549,😆
2020/4/18 21:10,1587211810905,👍
2020/4/18 21:10,1587211811086,👍
